"Var1" "Var2" "value" "n"
"n_leucocytes" "HLA.A8" -0.0986256760832615 6
"n_leucocytes2" "HLA.A8" 0.214631658509168 6
"n_islets" "HLA.A8" 0.462699505396138 6
"n_insulitis" "HLA.A8" 0.540475080229508 6
"n_islets2" "HLA.A8" -0.553340440586091 6
"n_insulitis2" "HLA.A8" -0.69117145062915 6
"x12LO" "HLA.A8" -0.383126110420793 7
"CD20_x2" "HLA.A8" -0.999355796524964 3
"MMc" "HLA.A8" -0.115336672127508 5
"ins.MMc" "HLA.A8" -0.426688559557307 5
"MxA" "HLA.A8" -0.959388625429248 3
"BM" "HLA.A8" 0.286005211071323 5
"insulin" "HLA.A8" 0.285165444170084 11
"insulin2" "HLA.A8" NA 3
"HLA" "HLA.A8" NA 3
"survivin" "HLA.A8" NA 3
"CH.Ins" "HLA.A8" NA 22
"CH.amyloid" "HLA.A8" NA 22
"CH.dysplasia" "HLA.A8" 0.076265435275893 22
"CH.metaplasia" "HLA.A8" 0.0782502626619426 22
"CH.pancreatitis" "HLA.A8" 0.167274174765016 22
"CH.atrophy" "HLA.A8" 0.243625602716732 22
"CH.fibrosis" "HLA.A8" 0.250027310774215 22
"CH.CD3" "HLA.A8" 0.161537657478898 22
"CH.Ki67" "HLA.A8" -0.277626966305521 7
"CH.islet.freq" "HLA.A8" NA 8
"CH.islet.size" "HLA.A8" NA 7
"CR.age" "HLA.A8" 0.286013420625419 22
"CR.height" "HLA.A8" 0.517677183920641 22
"CR.weight" "HLA.A8" 0.462657190016433 22
"CR.BMI" "HLA.A8" 0.28995713619886 22
"CR.dbDuration" "HLA.A8" 0.454896434798883 14
"CR.ageOnset" "HLA.A8" 0.357018756310128 14
"CR.Cpeptide" "HLA.A8" -0.00170936494540544 21
"CR.HbA1c" "HLA.A8" -0.195444484189561 6
"CR.peakGluc" "HLA.A8" -0.0822865655151356 21
"HS" "HLA.B1" -0.0495018518855033 9
"Col18" "HLA.B1" 0.1316932607128 7
"Sdc1" "HLA.B1" -0.0453479743937176 5
"Ins_x1" "HLA.B1" 0.496353005725524 9
"Gcg_x1" "HLA.B1" -0.33125294919328 7
"IP3R2" "HLA.B1" NA 1
"TOM20" "HLA.B1" NA 1
"MFN2" "HLA.B1" NA 1
"VDAC1" "HLA.B1" NA 1
"IP3R2.VDAC1" "HLA.B1" NA 1
"beta_Ins" "HLA.B1" 0.275467785753841 5
"beta_cells" "HLA.B1" -0.111215959445126 16
"beta_area" "HLA.B1" -0.120722937980816 16
"beta_mass" "HLA.B1" -0.103357485088631 13
"Nitrotyrosine" "HLA.B1" 0.0786652649541162 6
"GLP1R.acinar_x1" "HLA.B1" NA 0
"GLP1R.islets_x1" "HLA.B1" NA 0
"GLP1R.acinar_x2" "HLA.B1" NA 0
"GLP1R.islets_x2" "HLA.B1" NA 0
"HLA.A1" "HLA.B1" -0.078849980947038 22
"HLA.A2" "HLA.B1" 0.253023546878745 22
"HLA.A3" "HLA.B1" 0.253023546878745 22
"HLA.A4" "HLA.B1" 0.341035372849543 22
"HLA.A5" "HLA.B1" 0.269669102889077 22
"HLA.A6" "HLA.B1" 0.340879848083198 22
"HLA.A7" "HLA.B1" 0.106428894519714 22
"HLA.A8" "HLA.B1" -0.140389706226274 22
"HLA.B1" "HLA.B1" 1 22
"HLA.B2" "HLA.B1" 0.191593886039682 22
"HLA.B3" "HLA.B1" 0.501138960641329 22
"HLA.B4" "HLA.B1" 0.161888360232998 22
"HLA.B5" "HLA.B1" 0.605548786386571 22
"HLA.B6" "HLA.B1" 0.454172731999349 22
"HLA.C1" "HLA.B1" 0.154082659881276 22
"HLA.C2" "HLA.B1" 0.11142727432822 22
"HLA.C3" "HLA.B1" 0.300853798021968 22
"HLA.C4" "HLA.B1" 0.277069806402702 22
"HLA.C5" "HLA.B1" 0.172603557162714 22
"HLA.C6" "HLA.B1" 0.276386049839957 22
"HLA.C7" "HLA.B1" 0.309261494840095 22
"HLA.F1" "HLA.B1" 0.0366892730346474 22
"HLA.F2" "HLA.B1" 0.160774042654827 22
"HLA.F3" "HLA.B1" 0.318367364406663 22
"HLA.F4" "HLA.B1" 0.318367364406663 22
"HLA.F5" "HLA.B1" 0.446989158023115 22
"HLA.F6" "HLA.B1" 0.318367364406663 22
"HLA.F7" "HLA.B1" -0.0604397244167028 22
"B2M" "HLA.B1" 0.118058885039841 22
"STAT1" "HLA.B1" 0.658355949002719 22
"IHC.score" "HLA.B1" 0.24262484526855 22
"ICI.score" "HLA.B1" -0.0856310430717781 22
"GAD65" "HLA.B1" 0.232548807920757 5
"CD20_x1" "HLA.B1" -1 2
"CyclinD1" "HLA.B1" -0.514697952582339 7
"CyclinD3" "HLA.B1" -0.766684100036992 7
"n_leucocytes" "HLA.B1" 0.175619166462629 6
"n_leucocytes2" "HLA.B1" 0.478470612747868 6
"n_islets" "HLA.B1" 0.0144010289465488 6
"n_insulitis" "HLA.B1" 0.225566587702783 6
"n_islets2" "HLA.B1" 0.0460499496952245 6
"n_insulitis2" "HLA.B1" 0.929931292949048 6
"x12LO" "HLA.B1" -0.148146071541727 7
"CD20_x2" "HLA.B1" -0.820318123561906 3
"MMc" "HLA.B1" -0.0521544751714841 5
"ins.MMc" "HLA.B1" -0.623437272513071 5
"MxA" "HLA.B1" -0.666969019552016 3
"BM" "HLA.B1" -0.179014103249922 5
"insulin" "HLA.B1" 0.479812906172267 11
"insulin2" "HLA.B1" NA 3
"HLA" "HLA.B1" NA 3
"survivin" "HLA.B1" NA 3
"CH.Ins" "HLA.B1" NA 22
"CH.amyloid" "HLA.B1" NA 22
"CH.dysplasia" "HLA.B1" 0.0518936309573067 22
"CH.metaplasia" "HLA.B1" -0.34138015037616 22
"CH.pancreatitis" "HLA.B1" -0.0426052497966676 22
"CH.atrophy" "HLA.B1" -0.17097856555718 22
"CH.fibrosis" "HLA.B1" -0.158436629084136 22
"CH.CD3" "HLA.B1" -0.261630506852558 22
"CH.Ki67" "HLA.B1" -0.221253337857924 7
"CH.islet.freq" "HLA.B1" NA 8
"CH.islet.size" "HLA.B1" NA 7
"CR.age" "HLA.B1" -0.155599494561193 22
"CR.height" "HLA.B1" -0.345635551303029 22
"CR.weight" "HLA.B1" -0.37123361753201 22
"CR.BMI" "HLA.B1" -0.367589986752025 22
"CR.dbDuration" "HLA.B1" -0.16551723200222 14
"CR.ageOnset" "HLA.B1" -0.341798287833826 14
"CR.Cpeptide" "HLA.B1" -0.0377291316667508 21
"CR.HbA1c" "HLA.B1" 0.393202549269498 6
"CR.peakGluc" "HLA.B1" 0.0846482754594433 21
"HS" "HLA.B2" -0.144294736285747 9
"Col18" "HLA.B2" -0.101293471517272 7
"Sdc1" "HLA.B2" -0.373269718077652 5
"Ins_x1" "HLA.B2" -0.0490499399405207 9
"Gcg_x1" "HLA.B2" -0.19534409809466 7
"IP3R2" "HLA.B2" NA 1
"TOM20" "HLA.B2" NA 1
"MFN2" "HLA.B2" NA 1
"VDAC1" "HLA.B2" NA 1
"IP3R2.VDAC1" "HLA.B2" NA 1
"beta_Ins" "HLA.B2" -0.0387967058724173 5
"beta_cells" "HLA.B2" -0.29267576685391 16
"beta_area" "HLA.B2" -0.203906168133361 16
"beta_mass" "HLA.B2" -0.219276954459181 13
"Nitrotyrosine" "HLA.B2" -0.700257747318821 6
"GLP1R.acinar_x1" "HLA.B2" NA 0
"GLP1R.islets_x1" "HLA.B2" NA 0
"GLP1R.acinar_x2" "HLA.B2" NA 0
"GLP1R.islets_x2" "HLA.B2" NA 0
"HLA.A1" "HLA.B2" -0.178946344425158 22
"HLA.A2" "HLA.B2" 0.0228913401787627 22
"HLA.A3" "HLA.B2" 0.0228913401787627 22
"HLA.A4" "HLA.B2" -0.0543812494742697 22
"HLA.A5" "HLA.B2" -0.103833510651811 22
"HLA.A6" "HLA.B2" 0.0820905798483573 22
"HLA.A7" "HLA.B2" -0.201435216709339 22
"HLA.A8" "HLA.B2" -0.072214217102287 22
"HLA.B1" "HLA.B2" 0.191593886039682 22
"HLA.B2" "HLA.B2" 1 22
"HLA.B3" "HLA.B2" -0.0423362004943113 22
"HLA.B4" "HLA.B2" 0.0830755160766437 22
"HLA.B5" "HLA.B2" -0.0037510639525206 22
"HLA.B6" "HLA.B2" -0.0736004282652533 22
"HLA.C1" "HLA.B2" 0.144411030704907 22
"HLA.C2" "HLA.B2" 0.404488028412957 22
"HLA.C3" "HLA.B2" -0.228895615819092 22
"HLA.C4" "HLA.B2" 0.0495930795159548 22
"HLA.C5" "HLA.B2" -0.528803968325482 22
"HLA.C6" "HLA.B2" -0.0792854736032995 22
"HLA.C7" "HLA.B2" -0.142171217951561 22
"HLA.F1" "HLA.B2" -0.625980784437817 22
"HLA.F2" "HLA.B2" -0.347611545725352 22
"HLA.F3" "HLA.B2" -0.326849495765311 22
"HLA.F4" "HLA.B2" -0.326849495765311 22
"HLA.F5" "HLA.B2" -0.131228825213495 22
"HLA.F6" "HLA.B2" -0.326849495765311 22
"HLA.F7" "HLA.B2" 0.0226640639795438 22
"B2M" "HLA.B2" -0.0334427617493563 22
"STAT1" "HLA.B2" -0.104993644119809 22
"IHC.score" "HLA.B2" 0.186089718903165 22
"ICI.score" "HLA.B2" 0.00771534031184185 22
"GAD65" "HLA.B2" 0.386839170521709 5
"CD20_x1" "HLA.B2" -1 2
"CyclinD1" "HLA.B2" 0.0566535761252975 7
"CyclinD3" "HLA.B2" -0.190452246404204 7
"n_leucocytes" "HLA.B2" -0.684267754624835 6
"n_leucocytes2" "HLA.B2" -0.557682116571493 6
"n_islets" "HLA.B2" 0.245507640004472 6
"n_insulitis" "HLA.B2" 0.0405689951713551 6
"n_islets2" "HLA.B2" 0.787260546061519 6
"n_insulitis2" "HLA.B2" 0.0167294294528962 6
"x12LO" "HLA.B2" 0.634901115681049 7
"CD20_x2" "HLA.B2" 0.437386977304143 3
"MMc" "HLA.B2" 0.514810420374496 5
"ins.MMc" "HLA.B2" 0.142310275013538 5
"MxA" "HLA.B2" -0.989791243360111 3
"BM" "HLA.B2" 0.608987499931389 5
"insulin" "HLA.B2" -0.415739309769367 11
"insulin2" "HLA.B2" NA 3
"HLA" "HLA.B2" NA 3
"survivin" "HLA.B2" NA 3
"CH.Ins" "HLA.B2" NA 22
"CH.amyloid" "HLA.B2" NA 22
"CH.dysplasia" "HLA.B2" -0.0723390605942563 22
"CH.metaplasia" "HLA.B2" -0.109062451293733 22
"CH.pancreatitis" "HLA.B2" -0.161466765121247 22
"CH.atrophy" "HLA.B2" 0.329107699415925 22
"CH.fibrosis" "HLA.B2" -0.0970182161287999 22
"CH.CD3" "HLA.B2" 0.0593357422059087 22
"CH.Ki67" "HLA.B2" -0.811700902022296 7
"CH.islet.freq" "HLA.B2" NA 8
"CH.islet.size" "HLA.B2" NA 7
"CR.age" "HLA.B2" -0.105293407921557 22
"CR.height" "HLA.B2" -0.300559940341679 22
"CR.weight" "HLA.B2" -0.106452990497633 22
"CR.BMI" "HLA.B2" 0.0989761264138471 22
"CR.dbDuration" "HLA.B2" -0.0337660430294545 14
"CR.ageOnset" "HLA.B2" -0.266948732341254 14
"CR.Cpeptide" "HLA.B2" -0.155965140747581 21
"CR.HbA1c" "HLA.B2" 0.387247681014663 6
"CR.peakGluc" "HLA.B2" 0.0716916690605724 21
"HS" "HLA.B3" 0.0967348017330027 9
"Col18" "HLA.B3" -0.0310858640775066 7
"Sdc1" "HLA.B3" 0.379236903710518 5
"Ins_x1" "HLA.B3" 0.330852867506523 9
"Gcg_x1" "HLA.B3" -0.300942698498811 7
"IP3R2" "HLA.B3" NA 1
"TOM20" "HLA.B3" NA 1
"MFN2" "HLA.B3" NA 1
"VDAC1" "HLA.B3" NA 1
"IP3R2.VDAC1" "HLA.B3" NA 1
"beta_Ins" "HLA.B3" -0.104635025580676 5
"beta_cells" "HLA.B3" -0.195800582403255 16
"beta_area" "HLA.B3" -0.232317851979091 16
"beta_mass" "HLA.B3" -0.242506748014505 13
"Nitrotyrosine" "HLA.B3" -0.163673082853082 6
"GLP1R.acinar_x1" "HLA.B3" NA 0
"GLP1R.islets_x1" "HLA.B3" NA 0
"GLP1R.acinar_x2" "HLA.B3" NA 0
"GLP1R.islets_x2" "HLA.B3" NA 0
"HLA.A1" "HLA.B3" 0.0847039805391018 22
"HLA.A2" "HLA.B3" 0.56068174227461 22
"HLA.A3" "HLA.B3" 0.56068174227461 22
"HLA.A4" "HLA.B3" 0.692040258413833 22
"HLA.A5" "HLA.B3" 0.796757674578636 22
"HLA.A6" "HLA.B3" 0.695757328069924 22
"HLA.A7" "HLA.B3" 0.441298074847335 22
"HLA.A8" "HLA.B3" 0.131518585878134 22
"HLA.B1" "HLA.B3" 0.501138960641329 22
"HLA.B2" "HLA.B3" -0.0423362004943113 22
"HLA.B3" "HLA.B3" 1 22
"HLA.B4" "HLA.B3" 0.319522259158274 22
"HLA.B5" "HLA.B3" 0.95564285013021 22
"HLA.B6" "HLA.B3" 0.985875406389734 22
"HLA.C1" "HLA.B3" 0.621060486084836 22
"HLA.C2" "HLA.B3" 0.452249393194849 22
"HLA.C3" "HLA.B3" 0.876682105378539 22
"HLA.C4" "HLA.B3" 0.600248041950971 22
"HLA.C5" "HLA.B3" 0.423747919322714 22
"HLA.C6" "HLA.B3" 0.829238084349677 22
"HLA.C7" "HLA.B3" 0.838180566321927 22
"HLA.F1" "HLA.B3" 0.436598652396329 22
"HLA.F2" "HLA.B3" 0.576766544271398 22
"HLA.F3" "HLA.B3" 0.707782756223482 22
"HLA.F4" "HLA.B3" 0.707782756223482 22
"HLA.F5" "HLA.B3" 0.523538845111674 22
"HLA.F6" "HLA.B3" 0.707782756223482 22
"HLA.F7" "HLA.B3" 0.100937207430914 22
"B2M" "HLA.B3" 0.556431091421036 22
"STAT1" "HLA.B3" 0.58898281169771 22
"IHC.score" "HLA.B3" 0.292068560406608 22
"ICI.score" "HLA.B3" 0.0502702698346584 22
"GAD65" "HLA.B3" 0.513576832241905 5
"CD20_x1" "HLA.B3" 1 2
"CyclinD1" "HLA.B3" -0.0797451750201742 7
"CyclinD3" "HLA.B3" -0.446410978872901 7
"n_leucocytes" "HLA.B3" 0.487230460882074 6
"n_leucocytes2" "HLA.B3" 0.178284114123401 6
"n_islets" "HLA.B3" 0.171217086312574 6
"n_insulitis" "HLA.B3" 0.265907014995485 6
"n_islets2" "HLA.B3" -0.365226023396686 6
"n_insulitis2" "HLA.B3" 0.50946918283235 6
"x12LO" "HLA.B3" 0.222105874015998 7
"CD20_x2" "HLA.B3" 0.357067822278578 3
"MMc" "HLA.B3" -0.131120562972598 5
"ins.MMc" "HLA.B3" -0.414130030988744 5
"MxA" "HLA.B3" -0.99347778115628 3
"BM" "HLA.B3" -0.964778001630839 5
"insulin" "HLA.B3" 0.138391830354506 11
"insulin2" "HLA.B3" NA 3
"HLA" "HLA.B3" NA 3
"survivin" "HLA.B3" NA 3
"CH.Ins" "HLA.B3" NA 22
"CH.amyloid" "HLA.B3" NA 22
"CH.dysplasia" "HLA.B3" 0.148370838385736 22
"CH.metaplasia" "HLA.B3" -0.200448526154772 22
"CH.pancreatitis" "HLA.B3" 0.203970872255863 22
"CH.atrophy" "HLA.B3" 0.0758211395562107 22
"CH.fibrosis" "HLA.B3" 0.164143706648714 22
"CH.CD3" "HLA.B3" 0.100087100536507 22
"CH.Ki67" "HLA.B3" 0.530401337942857 7
"CH.islet.freq" "HLA.B3" NA 8
"CH.islet.size" "HLA.B3" NA 7
"CR.age" "HLA.B3" -0.286325428522839 22
"CR.height" "HLA.B3" -0.322939568923322 22
"CR.weight" "HLA.B3" -0.493613090106725 22
"CR.BMI" "HLA.B3" -0.535252665264742 22
"CR.dbDuration" "HLA.B3" -0.250697380430914 14
"CR.ageOnset" "HLA.B3" -0.117267830751222 14
"CR.Cpeptide" "HLA.B3" -0.0285287071897817 21
"CR.HbA1c" "HLA.B3" 0.731223757113239 6
"CR.peakGluc" "HLA.B3" 0.320279875650047 21
"HS" "HLA.B4" 0.0329874001954408 9
"Col18" "HLA.B4" -0.0389445159507329 7
"Sdc1" "HLA.B4" -0.0269287134547772 5
"Ins_x1" "HLA.B4" 0.018857810785571 9
"Gcg_x1" "HLA.B4" -0.689656641635331 7
"IP3R2" "HLA.B4" NA 1
"TOM20" "HLA.B4" NA 1
"MFN2" "HLA.B4" NA 1
"VDAC1" "HLA.B4" NA 1
"IP3R2.VDAC1" "HLA.B4" NA 1
"beta_Ins" "HLA.B4" -0.258465104224497 5
"beta_cells" "HLA.B4" -0.302876584796408 16
"beta_area" "HLA.B4" -0.597302699292909 16
"beta_mass" "HLA.B4" -0.648848677343998 13
"Nitrotyrosine" "HLA.B4" 0.11516587871002 6
"GLP1R.acinar_x1" "HLA.B4" NA 0
"GLP1R.islets_x1" "HLA.B4" NA 0
"GLP1R.acinar_x2" "HLA.B4" NA 0
"GLP1R.islets_x2" "HLA.B4" NA 0
"HLA.A1" "HLA.B4" 0.202833548092054 22
"HLA.A2" "HLA.B4" 0.384593775685008 22
"HLA.A3" "HLA.B4" 0.384593775685008 22
"HLA.A4" "HLA.B4" 0.28364805663983 22
"HLA.A5" "HLA.B4" 0.272447366061182 22
"HLA.A6" "HLA.B4" 0.346158516001983 22
"HLA.A7" "HLA.B4" -0.0666176960430494 22
"HLA.A8" "HLA.B4" 0.368499031850493 22
"HLA.B1" "HLA.B4" 0.161888360232998 22
"HLA.B2" "HLA.B4" 0.0830755160766437 22
"HLA.B3" "HLA.B4" 0.319522259158274 22
"HLA.B4" "HLA.B4" 1 22
"HLA.B5" "HLA.B4" 0.351034473748003 22
"HLA.B6" "HLA.B4" 0.285452792107305 22
"HLA.C1" "HLA.B4" 0.554127503630829 22
"HLA.C2" "HLA.B4" 0.469598823442424 22
"HLA.C3" "HLA.B4" 0.329911979705797 22
"HLA.C4" "HLA.B4" 0.32237518106882 22
"HLA.C5" "HLA.B4" 0.207436918241917 22
"HLA.C6" "HLA.B4" 0.353335356111468 22
"HLA.C7" "HLA.B4" 0.321408519694042 22
"HLA.F1" "HLA.B4" 0.304001462344875 22
"HLA.F2" "HLA.B4" 0.232751872010179 22
"HLA.F3" "HLA.B4" 0.39227583092985 22
"HLA.F4" "HLA.B4" 0.39227583092985 22
"HLA.F5" "HLA.B4" 0.52351982391894 22
"HLA.F6" "HLA.B4" 0.39227583092985 22
"HLA.F7" "HLA.B4" -0.127219474524427 22
"B2M" "HLA.B4" 0.377888719345111 22
"STAT1" "HLA.B4" 0.147472364411746 22
"IHC.score" "HLA.B4" 0.434191494056451 22
"ICI.score" "HLA.B4" -0.138392657412177 22
"GAD65" "HLA.B4" 0.284531915569981 5
"CD20_x1" "HLA.B4" -1 2
"CyclinD1" "HLA.B4" 0.14409065585197 7
"CyclinD3" "HLA.B4" -0.346754178120198 7
"n_leucocytes" "HLA.B4" -0.517307501233879 6
"n_leucocytes2" "HLA.B4" 0.663986494794889 6
"n_islets" "HLA.B4" 0.877992090164576 6
"n_insulitis" "HLA.B4" 0.897200752392269 6
"n_islets2" "HLA.B4" -0.251490882172683 6
"n_insulitis2" "HLA.B4" 0.329799792259561 6
"x12LO" "HLA.B4" -0.204995869445741 7
"CD20_x2" "HLA.B4" -0.965130259144944 3
"MMc" "HLA.B4" 0.518255070736598 5
"ins.MMc" "HLA.B4" 0.318935337893671 5
"MxA" "HLA.B4" -0.364442866849867 3
"BM" "HLA.B4" 0.0847420429417543 5
"insulin" "HLA.B4" -0.203682838461954 11
"insulin2" "HLA.B4" NA 3
"HLA" "HLA.B4" NA 3
"survivin" "HLA.B4" NA 3
"CH.Ins" "HLA.B4" NA 22
"CH.amyloid" "HLA.B4" NA 22
"CH.dysplasia" "HLA.B4" 0.247987474695302 22
"CH.metaplasia" "HLA.B4" 0.135455525982005 22
"CH.pancreatitis" "HLA.B4" 0.0947894833199056 22
"CH.atrophy" "HLA.B4" 0.0643330769091853 22
"CH.fibrosis" "HLA.B4" -0.257157455546164 22
"CH.CD3" "HLA.B4" 0.221702972236228 22
"CH.Ki67" "HLA.B4" -0.518611432011326 7
"CH.islet.freq" "HLA.B4" NA 8
"CH.islet.size" "HLA.B4" NA 7
"CR.age" "HLA.B4" 0.0376845270867909 22
"CR.height" "HLA.B4" -0.264177358997202 22
"CR.weight" "HLA.B4" -0.41583784439578 22
"CR.BMI" "HLA.B4" -0.40086752122828 22
"CR.dbDuration" "HLA.B4" -0.120890125371543 14
"CR.ageOnset" "HLA.B4" -0.179885734821782 14
"CR.Cpeptide" "HLA.B4" -0.0620258487687824 21
"CR.HbA1c" "HLA.B4" 0.0966338818402189 6
"CR.peakGluc" "HLA.B4" 0.175548367169431 21
"HS" "HLA.B5" -0.0384429452903095 9
"Col18" "HLA.B5" -0.099737115180593 7
"Sdc1" "HLA.B5" 0.291948457298908 5
"Ins_x1" "HLA.B5" 0.364407632359923 9
"Gcg_x1" "HLA.B5" -0.379748212503977 7
"IP3R2" "HLA.B5" NA 1
"TOM20" "HLA.B5" NA 1
"MFN2" "HLA.B5" NA 1
"VDAC1" "HLA.B5" NA 1
"IP3R2.VDAC1" "HLA.B5" NA 1
"beta_Ins" "HLA.B5" -0.0511050368517842 5
"beta_cells" "HLA.B5" -0.290577258596953 16
"beta_area" "HLA.B5" -0.314287648883252 16
"beta_mass" "HLA.B5" -0.252860707079866 13
"Nitrotyrosine" "HLA.B5" -0.0749565890805232 6
"GLP1R.acinar_x1" "HLA.B5" NA 0
"GLP1R.islets_x1" "HLA.B5" NA 0
"GLP1R.acinar_x2" "HLA.B5" NA 0
"GLP1R.islets_x2" "HLA.B5" NA 0
"HLA.A1" "HLA.B5" 0.168547596126996 22
"HLA.A2" "HLA.B5" 0.589676124994472 22
"HLA.A3" "HLA.B5" 0.589676124994472 22
"HLA.A4" "HLA.B5" 0.706554412850178 22
"HLA.A5" "HLA.B5" 0.737147660628395 22
"HLA.A6" "HLA.B5" 0.706114731861522 22
"HLA.A7" "HLA.B5" 0.377307200108339 22
"HLA.A8" "HLA.B5" 0.0217418880414869 22
"HLA.B1" "HLA.B5" 0.605548786386571 22
"HLA.B2" "HLA.B5" -0.0037510639525206 22
"HLA.B3" "HLA.B5" 0.95564285013021 22
"HLA.B4" "HLA.B5" 0.351034473748003 22
"HLA.B5" "HLA.B5" 1 22
"HLA.B6" "HLA.B5" 0.94678796676717 22
"HLA.C1" "HLA.B5" 0.548114348418749 22
"HLA.C2" "HLA.B5" 0.413037437334845 22
"HLA.C3" "HLA.B5" 0.821225769094544 22
"HLA.C4" "HLA.B5" 0.626124360494009 22
"HLA.C5" "HLA.B5" 0.481646736381352 22
"HLA.C6" "HLA.B5" 0.791358660855721 22
"HLA.C7" "HLA.B5" 0.792491409919573 22
"HLA.F1" "HLA.B5" 0.300330478962678 22
"HLA.F2" "HLA.B5" 0.549045988616078 22
"HLA.F3" "HLA.B5" 0.62831515290571 22
"HLA.F4" "HLA.B5" 0.62831515290571 22
"HLA.F5" "HLA.B5" 0.496530275851804 22
"HLA.F6" "HLA.B5" 0.62831515290571 22
"HLA.F7" "HLA.B5" 0.0778512462125225 22
"B2M" "HLA.B5" 0.478191848141168 22
"STAT1" "HLA.B5" 0.626611466574104 22
"IHC.score" "HLA.B5" 0.399978364340505 22
"ICI.score" "HLA.B5" 0.0116840581707885 22
"GAD65" "HLA.B5" 0.509376857355392 5
"CD20_x1" "HLA.B5" 1 2
"CyclinD1" "HLA.B5" -0.0734564886791662 7
"CyclinD3" "HLA.B5" -0.44967770588691 7
"n_leucocytes" "HLA.B5" 0.424710520513704 6
"n_leucocytes2" "HLA.B5" 0.341417763454539 6
"n_islets" "HLA.B5" 0.189832226752992 6
"n_insulitis" "HLA.B5" 0.317809292100154 6
"n_islets2" "HLA.B5" -0.326836335803662 6
"n_insulitis2" "HLA.B5" 0.694931988372573 6
"x12LO" "HLA.B5" 0.192564090604064 7
"CD20_x2" "HLA.B5" 0.133717502838188 3
"MMc" "HLA.B5" -0.0753086893551963 5
"ins.MMc" "HLA.B5" -0.408849702349686 5
"MxA" "HLA.B5" -0.978834522142217 3
"BM" "HLA.B5" -0.81115052730333 5
"insulin" "HLA.B5" 0.029179650767221 11
"insulin2" "HLA.B5" NA 3
"HLA" "HLA.B5" NA 3
"survivin" "HLA.B5" NA 3
"CH.Ins" "HLA.B5" NA 22
"CH.amyloid" "HLA.B5" NA 22
"CH.dysplasia" "HLA.B5" 0.237528923885075 22
"CH.metaplasia" "HLA.B5" -0.278465890693872 22
"CH.pancreatitis" "HLA.B5" 0.164256448941635 22
"CH.atrophy" "HLA.B5" 0.0268558304422507 22
"CH.fibrosis" "HLA.B5" 0.0621372899543858 22
"CH.CD3" "HLA.B5" 0.0816963659875083 22
"CH.Ki67" "HLA.B5" 0.42915194070968 7
"CH.islet.freq" "HLA.B5" NA 8
"CH.islet.size" "HLA.B5" NA 7
"CR.age" "HLA.B5" -0.314044426329532 22
"CR.height" "HLA.B5" -0.375061218221444 22
"CR.weight" "HLA.B5" -0.527840621427047 22
"CR.BMI" "HLA.B5" -0.528370130450251 22
"CR.dbDuration" "HLA.B5" -0.273344318896918 14
"CR.ageOnset" "HLA.B5" -0.101023154950828 14
"CR.Cpeptide" "HLA.B5" 0.00240897656144921 21
"CR.HbA1c" "HLA.B5" 0.626892667301731 6
"CR.peakGluc" "HLA.B5" 0.31290300294834 21
"HS" "HLA.B6" 0.167148139397609 9
"Col18" "HLA.B6" 0.0515074361692423 7
"Sdc1" "HLA.B6" 0.406936704885047 5
"Ins_x1" "HLA.B6" 0.347821451227228 9
"Gcg_x1" "HLA.B6" -0.2358529304021 7
"IP3R2" "HLA.B6" NA 1
"TOM20" "HLA.B6" NA 1
"MFN2" "HLA.B6" NA 1
"VDAC1" "HLA.B6" NA 1
"IP3R2.VDAC1" "HLA.B6" NA 1
"beta_Ins" "HLA.B6" -0.115244968507727 5
"beta_cells" "HLA.B6" -0.184859063784889 16
"beta_area" "HLA.B6" -0.223110942288822 16
"beta_mass" "HLA.B6" -0.210156628468126 13
"Nitrotyrosine" "HLA.B6" -0.142814308316104 6
"GLP1R.acinar_x1" "HLA.B6" NA 0
"GLP1R.islets_x1" "HLA.B6" NA 0
"GLP1R.acinar_x2" "HLA.B6" NA 0
"GLP1R.islets_x2" "HLA.B6" NA 0
"HLA.A1" "HLA.B6" 0.160454032443862 22
"HLA.A2" "HLA.B6" 0.589249135571038 22
"HLA.A3" "HLA.B6" 0.589249135571038 22
"HLA.A4" "HLA.B6" 0.734047488586017 22
"HLA.A5" "HLA.B6" 0.813946685771992 22
"HLA.A6" "HLA.B6" 0.724780729210074 22
"HLA.A7" "HLA.B6" 0.487612871234047 22
"HLA.A8" "HLA.B6" 0.131726389665943 22
"HLA.B1" "HLA.B6" 0.454172731999349 22
"HLA.B2" "HLA.B6" -0.0736004282652533 22
"HLA.B3" "HLA.B6" 0.985875406389734 22
"HLA.B4" "HLA.B6" 0.285452792107305 22
"HLA.B5" "HLA.B6" 0.94678796676717 22
"HLA.B6" "HLA.B6" 1 22
"HLA.C1" "HLA.B6" 0.607921916305643 22
"HLA.C2" "HLA.B6" 0.451239169212742 22
"HLA.C3" "HLA.B6" 0.880833088801888 22
"HLA.C4" "HLA.B6" 0.626500700348745 22
"HLA.C5" "HLA.B6" 0.491350496438945 22
"HLA.C6" "HLA.B6" 0.850264978697018 22
"HLA.C7" "HLA.B6" 0.845426239698462 22
"HLA.F1" "HLA.B6" 0.428821117309997 22
"HLA.F2" "HLA.B6" 0.592411834506001 22
"HLA.F3" "HLA.B6" 0.697541154590013 22
"HLA.F4" "HLA.B6" 0.697541154590013 22
"HLA.F5" "HLA.B6" 0.484816009794888 22
"HLA.F6" "HLA.B6" 0.697541154590013 22
