Source,Contributors,Variable,Value,Description,Meta,Level,CellTissue,TissueContext,Complex,IndividualLevelData,Entrez,CHEBI,MPO,MPOLabel,EFO,EFOLabel,VarWithinD,VarDvsCTRL,Relevance,Levels,Method,MethodRef,MethodDetails,PrivateNote,Note,DataSource,DataSourceLink
PMID22213807,Coppieters et al. (2012),MHCI.score,"[Negative,Positive]","MHC Class I expression, category",,protein,islet of Langerhans,islet of Langerhans,0,Yes,,,MP:0001836,abnormal antigen presentation via MHC class I,,,0,0,,"MHC I: -, negative, based on nondiabetic controls, normal expression approximates three positive nonendocrine cells; +, positive.",immunostaining,Coppieters et al. (2012),,,,"Table S1: Insulin, CD8, and HLA Class I expression patterns within pancreatic islets from diabetic individuals and controls",http://jem.rupress.org/highwire/filestream/102893/field_highwire_adjunct_files/0/JEM_20111187_sm.pdf
PMID22213807,Coppieters et al. (2012),CD8.score,"[Normal,High]","Islet CD8 expression, category",,protein,islet of Langerhans,islet of Langerhans,0,Yes,,,MP:0004031,insulitis,,,0,0,,"Islet CD8: normal, less than five per islet; +, accumulation of more than five cells per islet",immunostaining,Coppieters et al. (2012),In situ tetramer staining,,,"Table S1: Insulin, CD8, and HLA Class I expression patterns within pancreatic islets from diabetic individuals and controls",http://jem.rupress.org/highwire/filestream/102893/field_highwire_adjunct_files/0/JEM_20111187_sm.pdf
PMID22210319,Sarkar et al. (2012),CCL5,NA,Expression assessed through IHC,,protein,islet of Langerhans,islet of Langerhans,0,Contact authors,,,,,EFO:0005117,CCL5 measurement,,1,,,immunostaining,Sarkar et al. (2012),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3266427/figure/F6/
PMID22210319,Sarkar et al. (2012),CCL8,NA,Expression assessed through IHC,,protein,islet of Langerhans,islet of Langerhans,0,Contact authors,,,,,EFO:0004873,cytokine measurement,,1,,,immunostaining,Sarkar et al. (2012),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3266427/figure/F6/
PMID22210319,Sarkar et al. (2012),CXCL9,NA,Expression assessed through IHC,,protein,islet of Langerhans,islet of Langerhans,0,Contact authors,,,,,EFO:0004873,cytokine measurement,,1,,,immunostaining,Sarkar et al. (2012),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3266427/figure/F6/
PMID22210319,Sarkar et al. (2012),CX3CL1,NA,Expression assessed through IHC,,protein,islet of Langerhans,islet of Langerhans,0,Contact authors,,,,,EFO:0004873,cytokine measurement,,1,,,immunostaining,Sarkar et al. (2012),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3266427/figure/F6/
PMID22210319,Sarkar et al. (2012),CXCL10,NA,Expression assessed through IHC,,protein,islet of Langerhans,islet of Langerhans,0,Contact authors,,,,,EFO:0004873,cytokine measurement,,1,,,immunostaining,Sarkar et al. (2012),,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3266427/figure/F7/
PMID20062967,Gianani et al. (2010),Ins.pos,"[0,1]",Insulin+ islets observed,,protein,islet of Langerhans,islet of Langerhans,0,Yes,,,MP:0020578,abnormal pancreatic beta cell number,,,1,1,,,immunostaining,Gianani et al. (2010),,,,Table 1: Demographic information and characteristics as shown in the 20 childhood-onset diabetic patients analysed.,https://link.springer.com/article/10.1007%2Fs00125-009-1642-y#Tab1
PMID20062967,Gianani et al. (2010),HLA.pos,"[0,1]",Class I HLA+ expression observed,HLA,protein,islet of Langerhans,islet of Langerhans,0,Yes,,,MP:0001836,abnormal antigen presentation via MHC class I,,,1,1,,,immunostaining,Gianani et al. (2010),,,,Table 1: Demographic information and characteristics as shown in the 20 childhood-onset diabetic patients analysed.,https://link.springer.com/article/10.1007%2Fs00125-009-1642-y#Tab1
PMID20062967,Gianani et al. (2010),Survivin.pos,"[0,1]",Survivin+ beta expression observed,,protein,islet of Langerhans,islet of Langerhans,0,Yes,332,,,,,,1,1,,,immunostaining,Gianani et al. (2010),,,,Table 1: Demographic information and characteristics as shown in the 20 childhood-onset diabetic patients analysed.,https://link.springer.com/article/10.1007%2Fs00125-009-1642-y#Tab1
Aab,nPODCore,GADA.pos,,Autoantibody-positive for GADA,,phenotype,,,0,Yes,,,,,EFO:0004866,autoantibody measurement,,,,,,,,,An investigator account is required for accessing data.,nPOD DataShare / AutoAb Results,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5045
Aab,nPODCore,IA2A.pos,,Autoantibody-positive for IA2A,,phenotype,,,0,Yes,,,,,EFO:0004866,autoantibody measurement,,,,,,,,,An investigator account is required for accessing data.,nPOD DataShare / AutoAb Results,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5045
Aab,nPODCore,mIAA.pos,,Autoantibody-positive for mIAA,,phenotype,,,0,Yes,,,,,EFO:0004866,autoantibody measurement,,,,,,,,,An investigator account is required for accessing data.,nPOD DataShare / AutoAb Results,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5045
Aab,nPODCore,Znt8A.pos,,Autoantibody-positive for Znt8A,,phenotype,,,0,Yes,,,,,EFO:0004866,autoantibody measurement,,,,,,,,,An investigator account is required for accessing data.,nPOD DataShare / AutoAb Results,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5045
Aab,nPODCore,AutoAb.count,count,Count of autoantibody types detected,,phenotype,,,0,Yes,,,,,EFO:0004866,autoantibody measurement,,,,,,,,,An investigator account is required for accessing data.,nPOD DataShare / AutoAb Results,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5045
Demographics,nPODCore,age,yrs,Age,,phenotype,,,0,Yes,,,,,EFO:0008007,age at assessment,,,,,,,,,An investigator account is required for accessing data.,nPOD DataShare / Demographics,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5001
Demographics,nPODCore,gender,,Sex,,phenotype,,,0,Yes,,,,,,,,,,,,,,,An investigator account is required for accessing data.,nPOD DataShare / Demographics,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5001
Demographics,nPODCore,ethnic.grp,,Race,,phenotype,,,0,Yes,,,,,,,,,,,,,,,An investigator account is required for accessing data.,nPOD DataShare / Demographics,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5001
Demographics,nPODCore,cause.death.cat,,Cause of death,,phenotype,,,0,Yes,,,,,,,,,,,,,,,An investigator account is required for accessing data.,nPOD DataShare / Demographics,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5001
Demographics,nPODCore,height,m,Height,,phenotype,,,0,Yes,,,,,EFO:0004339,body height,,,,,,,,,An investigator account is required for accessing data.,nPOD DataShare / Demographics,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5001
Demographics,nPODCore,weight,kg,Weight,,phenotype,,,0,Yes,,,,,EFO:0004338,body weight,,,,,,,,,An investigator account is required for accessing data.,nPOD DataShare / Demographics,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5001
Demographics,nPODCore,BMI,kg/m2,Body Mass Index,,phenotype,,,0,Yes,,,MP:0020182,abnormal body mass index,EFO:0004995,body mass index,,,,,,,,,An investigator account is required for accessing data.,nPOD DataShare / Demographics,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5001
Demographics,nPODCore,ABO.grp,,ABO blood group,,phenotype,,,0,Yes,,,,,,,,,,,,,,,An investigator account is required for accessing data.,nPOD DataShare / Demographics,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5001
DiabetesInfo,nPODCore,db.duration,yrs,Diabetes duration,,clinical,,,0,Yes,,,,,EFO:0000433,duration,,,,,,,,,An investigator account is required for accessing data.,nPOD DataShare / Diabetes Info,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5008
DiabetesInfo,nPODCore,age.onset,yrs,Age at disease onset,,phenotype,,,0,Yes,,,,,EFO:0004847,age at onset,,,,,,,,,An investigator account is required for accessing data.,nPOD DataShare / Diabetes Info,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5008
DiabetesInfo,nPODCore,Cpeptide,ng/ml,C-peptide,,phenotype,,,0,Yes,,,MP:0003564,abnormal insulin secretion,EFO:0005187,C-peptide measurement,,,,,,,,,An investigator account is required for accessing data.,nPOD DataShare / Diabetes Info,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5008
DiabetesInfo,nPODCore,HbA1c,%,HbA1c,,phenotype,,,0,Yes,,,MP:0000188,abnormal circulating glucose level,EFO:0004541,A1C measurement,,,,,,,,,An investigator account is required for accessing data.,nPOD DataShare / Diabetes Info,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5008
DiabetesInfo,nPODCore,peak.gluc,mg/dl ,Peak glucose,,phenotype,,,0,Yes,,,MP:0002078,abnormal glucose homeostasis,EFO:0004468,glucose measurement,,,,,,,,,An investigator account is required for accessing data.,nPOD DataShare / Diabetes Info,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5008
DiabetesInfo,nPODCore,donor.type,,Donor type,,phenotype,,,0,Yes,,,,,,,,,,,,,,,An investigator account is required for accessing data.,nPOD DataShare / Diabetes Info,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5008
Histopathology,nPODCore,Ins,,,,phenotype,pancreas,pancreas,0,Yes,,,MP:0020578,abnormal pancreatic beta cell number,,,,,,,,,,,"An investigator account is required for accessing data. This is a derived feature, i.e. extracted from text reports.",nPOD DataShare / Histopathology,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5011
Histopathology,nPODCore,amyloid,,,,phenotype,pancreas,pancreas,0,Yes,,,MP:0000604,amyloidosis,EFO:0008351,amyloid deposition measurement,,,,,,,,,"An investigator account is required for accessing data. This is a derived feature, i.e. extracted from text reports.",nPOD DataShare / Histopathology,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5011
Histopathology,nPODCore,dysplasia,,,,phenotype,pancreas,pancreas,0,Yes,,,MP:0001944,abnormal pancreas morphology,,,,,,,,,,,"An investigator account is required for accessing data. This is a derived feature, i.e. extracted from text reports.",nPOD DataShare / Histopathology,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5011
Histopathology,nPODCore,metaplasia,,,,phenotype,pancreas,pancreas,0,Yes,,,MP:0013221,pancreatic acinar-to-ductal metaplasia,,,,,,,,,,,"An investigator account is required for accessing data. This is a derived feature, i.e. extracted from text reports.",nPOD DataShare / Histopathology,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5011
Histopathology,nPODCore,pancreatitis,,,,phenotype,pancreas,pancreas,0,Yes,,,MP:0001869,pancreas inflammation,EFO:0000278,pancreatitis,,,,,,,,,"An investigator account is required for accessing data. This is a derived feature, i.e. extracted from text reports.",nPOD DataShare / Histopathology,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5011
Histopathology,nPODCore,atrophy,,,,phenotype,pancreas,pancreas,0,Yes,,,MP:0009164,exocrine pancreas atrophy,,,,,,,,,,,"An investigator account is required for accessing data. This is a derived feature, i.e. extracted from text reports.",nPOD DataShare / Histopathology,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5011
Histopathology,nPODCore,fibrosis,,,,phenotype,pancreas,pancreas,0,Yes,,,MP:0003334,pancreas fibrosis,,,,,,,,,,,"An investigator account is required for accessing data. This is a derived feature, i.e. extracted from text reports.",nPOD DataShare / Histopathology,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5011
Histopathology,nPODCore,CD3,,,,phenotype,pancreas,pancreas,0,Yes,,,MP:0004031,insulitis,,,,,,,,,,,"An investigator account is required for accessing data. This is a derived feature, i.e. extracted from text reports.",nPOD DataShare / Histopathology,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5011
Histopathology,nPODCore,Ki67,,,,phenotype,pancreas,pancreas,0,Yes,,,MP:0005518,abnormal pancreas regeneration,,,,,,,,,,,"An investigator account is required for accessing data. This is a derived feature, i.e. extracted from text reports.",nPOD DataShare / Histopathology,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5011
Histopathology,nPODCore,islet.freq,,,,phenotype,islet of Langerhans,pancreas,0,Yes,,,MP:0009166,abnormal pancreatic islet number,,,,,,,,,,,"An investigator account is required for accessing data. This is a derived feature, i.e. extracted from text reports.",nPOD DataShare / Histopathology,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5011
Histopathology,nPODCore,islet.size,,,,phenotype,islet of Langerhans,pancreas,0,Yes,,,MP:0009170,abnormal pancreatic islet size,,,,,,,,,,,"An investigator account is required for accessing data. This is a derived feature, i.e. extracted from text reports.",nPOD DataShare / Histopathology,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5011
HLAPhased,nPODCore,A.1,,HLA-A allele,,genotype,,,0,Yes,,,,,EFO:0000513,genotype ,,,,,,,,,"An investigator account is required for accessing data. Unlike original data, alleles have been phased.",nPOD DataShare / Hi-Res HLA,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5029
HLAPhased,nPODCore,B.1,,HLA-B allele,,genotype,,,0,Yes,,,,,EFO:0000513,genotype ,,,,,,,,,"An investigator account is required for accessing data. Unlike original data, alleles have been phased.",nPOD DataShare / Hi-Res HLA,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5029
HLAPhased,nPODCore,C.1,,HLA-C allele,,genotype,,,0,Yes,,,,,EFO:0000513,genotype ,,,,,,,,,"An investigator account is required for accessing data. Unlike original data, alleles have been phased.",nPOD DataShare / Hi-Res HLA,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5029
HLAPhased,nPODCore,A.2,,HLA-A allele,,genotype,,,0,Yes,,,,,EFO:0000513,genotype ,,,,,,,,,"An investigator account is required for accessing data. Unlike original data, alleles have been phased.",nPOD DataShare / Hi-Res HLA,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5029
HLAPhased,nPODCore,B.2,,HLA-B allele,,genotype,,,0,Yes,,,,,EFO:0000513,genotype ,,,,,,,,,"An investigator account is required for accessing data. Unlike original data, alleles have been phased.",nPOD DataShare / Hi-Res HLA,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5029
HLAPhased,nPODCore,C.2,,HLA-C allele,,genotype,,,0,Yes,,,,,EFO:0000513,genotype ,,,,,,,,,"An investigator account is required for accessing data. Unlike original data, alleles have been phased.",nPOD DataShare / Hi-Res HLA,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5029
HLAPhased,nPODCore,DRB1.1,,DRB1 allele,,genotype,,,0,Yes,,,,,EFO:0000513,genotype ,,,,,,,,,"An investigator account is required for accessing data. Unlike original data, alleles have been phased.",nPOD DataShare / Hi-Res HLA,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5029
HLAPhased,nPODCore,DRB1.2,,DQA1 allele,,genotype,,,0,Yes,,,,,EFO:0000513,genotype ,,,,,,,,,"An investigator account is required for accessing data. Unlike original data, alleles have been phased.",nPOD DataShare / Hi-Res HLA,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5029
HLAPhased,nPODCore,DQA1.1,,DQB1 allele,,genotype,,,0,Yes,,,,,EFO:0000513,genotype ,,,,,,,,,"An investigator account is required for accessing data. Unlike original data, alleles have been phased.",nPOD DataShare / Hi-Res HLA,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5029
HLAPhased,nPODCore,DQA1.2,,DRB1 allele,,genotype,,,0,Yes,,,,,EFO:0000513,genotype ,,,,,,,,,"An investigator account is required for accessing data. Unlike original data, alleles have been phased.",nPOD DataShare / Hi-Res HLA,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5029
HLAPhased,nPODCore,DQB1.1,,DQA1 allele,,genotype,,,0,Yes,,,,,EFO:0000513,genotype ,,,,,,,,,"An investigator account is required for accessing data. Unlike original data, alleles have been phased.",nPOD DataShare / Hi-Res HLA,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5029
HLAPhased,nPODCore,DQB1.2,,DQB1 allele,,genotype,,,0,Yes,,,,,EFO:0000513,genotype ,,,,,,,,,"An investigator account is required for accessing data. Unlike original data, alleles have been phased.",nPOD DataShare / Hi-Res HLA,https://npoddatashare.coh.org/labkey/study/nPOD%20DataShare/dataset.view?datasetId=5029
HLARisk,nPODCore,riskII,,DR/DQ risk group – see notes,,genotype,,,0,Yes,,,,,EFO:0003919,risk factor,,,,,,,,,,,
GSE72492,Yip et al. (unpublished),Transcriptomics,log2 normalized expression,Transcriptomics data,,transcript,pancreas,pancreas,1,Yes,,,,,,,,,,,microarray,,,,,"Series GSE72492: Gene expression in the pancreas of healthy control, auto-antibody positive, and type 1 diabetic subjects",https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE72492
