Table S1. 5368 protein groups identified in pancreatic tissue.																									
Majority protein IDs	Protein names	Gene names	Mol. weight [kDa]	Sequence coverage [%]	Peptides	Unique peptides	Score	Q-value	HC_1 reporter ion intensity	HC_2 reporter ion intensity	HC_3 reporter ion intensity	HC_4 reporter ion intensity	HC_5 reporter ion intensity	T1D_1 reporter ion intensity	T1D_2 reporter ion intensity	T1D_3 reporter ion intensity	T1D_4 reporter ion intensity	T1D_5 reporter ion intensity	BCGA_microarray data_ductal cells	BCGA_microarray data_exocrine pancreas	BCGA_microarray data_pancreatic islets	BCGA_microarray data_primary beta cells	Identified in Kim et al (2014)_pancreas proteome researched by MaxQuant	Pancreas enriched proteinsa in Kim et al (2014)	Pancreas enriched proteins in Uhlén et al (2015)
O15143;C9JBJ7;C9K057;C9J4Z7;F8VXW2;C9JEY1;C9JQM8;C9JFG9;C9J6C8	Actin-related protein 2/3 complex subunit 1B	ARPC1B	40.949	32.8	16	16	158.68	0	66696	44696	50183	82013	57518	68139	75177	69900	74194	99045	Enriched	Enriched	Enriched	Moderate	YES		
O15144	Actin-related protein 2/3 complex subunit 2	ARPC2	34.333	38.3	18	15	66.928	0	109430	73774	90896	107860	99349	123390	180840	200190	61406	112420	Enriched	Enriched	Enriched	Enriched	YES		
O15145;C9JZD1;F8VR50	Actin-related protein 2/3 complex subunit 3	ARPC3	20.546	36	10	10	26.88	0	48053	39558	40382	51628	53818	56700	132180	114610	71781	68466	Moderate	Enriched	Enriched	Low	YES		
O15160;E7EQB9;O15160-2	DNA-directed RNA polymerases I and III subunit RPAC1	POLR1C	39.249	21.7	8	8	14.192	0	24524	13479	18740	19129	18229	18865	14583	17650	9379.4	22739	Enriched	Moderate	Enriched	Enriched	YES		
O15173;O15173-2;U3KQM0	Membrane-associated progesterone receptor component 2	PGRMC2	23.818	36.8	19	18	319.94	0	96622	86233	104220	82001	163200	79115	81888	54936	37820	65116	Enriched	Moderate	Enriched	Enriched	YES		
O15212;A2AB88	Prefoldin subunit 6	PFDN6	14.582	25.6	4	4	9.578	0	19255	18166	13970	16197	19343	10825	9199.4	10731	6749.4	10785	Low	Enriched	Enriched	Moderate	YES		
O15213	WD repeat-containing protein 46	WDR46	68.07	4.3	3	3	8.7446	0	4598.2	3911.1	6065.6	2686.2	6694.1	2105.8	6129	3025.4	2918.6	2966.1	Moderate	Low	Moderate	Moderate	YES		
O15230	Laminin subunit alpha-5	LAMA5	399.73	27.4	136	135	323.31	0	509730	445290	538070	498270	606530	471440	741840	679010	349000	675660	Enriched	Enriched	Enriched	Moderate	YES		
O15231-4;O15231-7;O15231;O15231-3;H0Y704;O15231-5;O15231-8;O15231-6;H7BZT5;O15231-2;O15231-9	Zinc finger protein 185	ZNF185	67.281	14.3	8	8	51.313	0	9584.5	7977.4	8418.9	8482.2	7348.6	8854.6	11059	12138	6476.2	12555	Enriched	Moderate	Moderate	No expression	YES		
O15235	28S ribosomal protein S12, mitochondrial	MRPS12	15.173	15.2	2	2	4.1416	0.00062215	16151	13057	14720	11106	24978	8682.4	16213	11648	13982	16832	Low	Enriched	Enriched	Enriched			
O15240	Neurosecretory protein VGF;Neuroendocrine regulatory peptide-1;Neuroendocrine regulatory peptide-2;Antimicrobial peptide VGF[554-577]	VGF	67.257	28.3	20	20	86.303	0	43704	47159	64696	34331	80578	33772	80373	58769	103280	108770	Enriched	Moderate	Enriched	Enriched	YES		
O15247	Chloride intracellular channel protein 2	CLIC2	28.356	24.3	6	5	24.348	0	17516	17445	21375	16325	26373	15154	17197	17333	9340.9	15195	No expression	No expression	Low	No expression	YES		
O15254-2;O15254	Peroxisomal acyl-coenzyme A oxidase 3	ACOX3	69.574	3.7	2	2	11.054	0	11430	7325.7	11910	17477	7627.3	8406.8	9584.7	16866	5330.8	13271	Enriched	Moderate	Moderate	No expression			
Q9P0H9;O15258;Q5T092;A0A0A0MR06;Q5T091	Protein RER1	RER1	24.817	21	5	5	24.525	0	18335	14965	13495	18232	19734	32681	35317	35010	10666	17373	Enriched	Enriched	Enriched	Enriched	YES		
Q5T8U5;O15260-2;O15260;O15260-3	Surfeit locus protein 4	SURF4	21.127	26.9	12	12	86.948	0	83995	57984	69484	111020	78070	154800	89236	107910	41760	77453	Low	Enriched	Enriched	No expression	YES		
O15264;O15264-2	Mitogen-activated protein kinase 13	MAPK13	42.089	11.8	4	4	7.0298	0	11815	10875	9983.4	10930	11961	10341	8277.3	6667.7	5434.4	9855.1	Enriched	Enriched	Enriched	Moderate	YES		
O15269	Serine palmitoyltransferase 1	SPTLC1	52.743	16.7	7	7	16.804	0	26484	19346	22650	19320	24402	20974	25419	21886	15799	20478	Moderate	Enriched	Enriched	Enriched	YES		
O15294-3;O15294;O15294-2;O15294-4	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	OGT	115.7	10	10	10	18.301	0	37200	34087	36071	31064	42569	42197	49296	35804	33556	36357	Enriched	Enriched	Enriched	Enriched	YES		
O15305;H3BV55;H3BPH4;O15305-2;H3BRM0	Phosphomannomutase 2;Phosphomannomutase	PMM2	28.082	50	18	18	106.21	0	180300	100600	120040	144060	142540	240820	199010	139550	73502	147990	Enriched	Enriched	Enriched	Moderate	YES		
O15320-8;O15320-6	cTAGE family member 5	CTAGE5	81.84	28.2	24	1	69.411	0	55003	43708	47734	46879	63901	47481	65296	33182	37681	41584	Enriched	Low	Moderate	Enriched	YES		
O15355	Protein phosphatase 1G	PPM1G	59.271	19.2	10	10	42.769	0	21985	15216	17271	27478	19633	31717	67257	92526	21725	32266	Low	Enriched	Enriched	Enriched	YES		
O15371-2;O15371-3;O15371;B0QYA5	Eukaryotic translation initiation factor 3 subunit D	EIF3D	58.14	40.1	26	26	84.249	0	135810	106730	111610	140020	132620	113250	110950	111670	53372	113310	No expression	Enriched	Enriched	Enriched	YES		
O15381-2;O15381;O15381-3;O15381-4;O15381-5	Nuclear valosin-containing protein-like	NVL	82.745	5.3	3	3	10.089	0	3041.9	2110.8	2318.1	10703	1856.8	9780.3	3137.5	8618.9	1475.7	5443.1	No expression	No expression	Low	No expression	YES		
O15400-2;O15400	Syntaxin-7	STX7	27.4	25.1	6	6	19.958	0	26812	24170	30232	31254	36509	35020	25612	23401	11276	28205	Enriched	Moderate	Enriched	Moderate	YES		
O15438;O15438-4	Canalicular multispecific organic anion transporter 2	ABCC3	169.34	2.8	3	3	11.501	0	4187.8	2635.1	2981.9	4292.5	3572.3	3557.1	2722.7	3812.4	1405.3	4544.8	Enriched	Enriched	Enriched	Moderate	YES		
O15460-2;O15460	Prolyl 4-hydroxylase subunit alpha-2	P4HA2	60.632	3.8	2	2	4.7917	0.0004329	15864	15178	17655	13388	18171	9026.3	11209	8845.1	7806.4	12985	Moderate	Enriched	Enriched	Enriched	YES		
O15498-2;O15498	Synaptobrevin homolog YKT6	YKT6	18.58	25	5	5	8.4013	0	14634	10920	11064	14571	15690	10341	10542	9703	7687.2	11587	Low	Moderate	Moderate	No expression	YES		
O15523-2;O15523	ATP-dependent RNA helicase DDX3Y	DDX3Y	72.931	34.7	33	2	12.187	0	4234.9	6442.3	3487.7	4740.8	7243.2	5958.9	6117.7	5453.8	3267.5	6843.8	Enriched	No expression	Moderate	Enriched	YES		
O15541	RING finger protein 113A	RNF113A	38.787	5.8	2	2	4.0639	0.00061932	3914.1	3390.7	3669.8	2562.5	5002.4	3630.8	4232.9	3424.1	3138.9	4294.7	Low	Enriched	Enriched	Moderate	YES		
O15551	Claudin-3	CLDN3	23.318	15.9	5	4	50.954	0	5409.9	4736.6	4850.3	4071.2	7041.8	20855	38007	25869	20988	24726	Moderate	Enriched	Enriched	No expression	YES		
O43143	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	DHX15	90.932	24.8	32	32	132.56	0	92022	76775	92921	84405	93792	89555	142440	163170	74921	110900	Enriched	Enriched	Enriched	Enriched	YES		
O43148;O43148-2;K7EP06	mRNA cap guanine-N7 methyltransferase	RNMT	54.843	7.1	3	3	10.198	0	2825.5	2743	2909.1	4788.7	3020.8	2703.1	3420.5	5589.5	3624.1	5903.9	Enriched	Moderate	Enriched	Moderate	YES		
O43149	Zinc finger ZZ-type and EF-hand domain-containing protein 1	ZZEF1	331.07	2.5	8	8	15.534	0	43389	43061	44379	42113	54642	43178	62653	42057	28316	44224	Enriched	Enriched	Enriched	Moderate	YES		
O43159;E9PPP6;E9PPY3	Ribosomal RNA-processing protein 8	RRP8	50.714	3.7	2	2	2.9123	0.0018657	3412.7	3417.7	3040.7	2490.5	6262.1	2886.4	2572	2787.8	1420.1	3281.7	Moderate	Moderate	Moderate	No expression	YES		
O43172-2;O43172	U4/U6 small nuclear ribonucleoprotein Prp4	PRPF4	58.32	15.7	9	9	57.242	0	32126	24663	28355	29309	36890	35015	55078	42999	29802	41035	No expression	Enriched	Enriched	Enriched	YES		
O43175;Q5SZU1	D-3-phosphoglycerate dehydrogenase	PHGDH	56.65	46.7	66	66	323.31	0	527290	290360	415520	499850	436020	464970	583840	591820	256300	434510	Enriched	Enriched	Enriched	Enriched	YES		
O43181;H0Y9M8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	NDUFS4	20.108	30.3	7	7	28.825	0	48730	26281	28778	50902	35792	50314	39749	75814	17281	63867	Enriched	Enriched	Enriched	Moderate	YES		
O43237;O43237-2;J3KRI4	Cytoplasmic dynein 1 light intermediate chain 2	DYNC1LI2	54.099	35.2	30	28	103.57	0	154590	104170	124560	128600	146440	125700	155520	148980	97489	148510	Enriched	Enriched	Enriched	Moderate	YES		
O43242;O43242-2	26S proteasome non-ATPase regulatory subunit 3	PSMD3	60.977	35.6	32	32	323.31	0	142380	88943	108880	166700	101870	118600	130850	139240	73236	147990	No expression	Enriched	Enriched	Enriched	YES		
O43252	Bifunctional 3-phosphoadenosine 5-phosphosulfate synthase 1;Sulfate adenylyltransferase;Adenylyl-sulfate kinase	PAPSS1	70.832	27.4	21	18	118.95	0	90055	67880	76266	81697	95910	81864	89232	102990	42046	70650	Moderate	Enriched	Enriched	Enriched	YES		
O43264;O43264-2	Centromere/kinetochore protein zw10 homolog	ZW10	88.828	14.8	12	12	136.48	0	78388	67298	73722	59207	81528	56289	61037	72950	32060	60444	Moderate	Enriched	Enriched	No expression	YES		
O43278-2;O43278	Kunitz-type protease inhibitor 1	SPINT1	56.885	2.5	1	1	6.8493	0	654.75	421.53	578.33	700.24	1195.9	1061.9	2818.1	192.08	2123.8	1840.9	Moderate	Enriched	Enriched	Enriched	YES		
O43290	U4/U6.U5 tri-snRNP-associated protein 1	SART1	90.254	24.5	19	19	291.52	0	65375	44471	59964	68143	73111	56434	60320	70503	37498	61934	No expression	Enriched	Moderate	Moderate	YES		
O43294-2;O43294	Transforming growth factor beta-1-induced transcript 1 protein	TGFB1I1	47.941	13.1	5	5	16.005	0	14356	13270	13616	11909	14961	11898	13166	14344	6937.7	16135	Enriched	Moderate	Enriched	Enriched	YES		
O43301	Heat shock 70 kDa protein 12A	HSPA12A	74.977	9	7	7	15.827	0	18729	14070	19814	18134	24252	20549	59335	27499	14788	23977	Moderate	Moderate	Moderate	Low	YES		
O43318-4;O43318-3;O43318-2;O43318;Q9UG54	Mitogen-activated protein kinase kinase kinase 7	MAP3K7;DKFZp586F0420	53.739	9.6	4	4	6.7568	0	23343	19557	23717	22116	23956	27178	23354	23993	12724	22265	No expression	Moderate	Enriched	Moderate	YES		
O43324;H0YAL7;D6RBD7;C9J1V9;O43324-2	Eukaryotic translation elongation factor 1 epsilon-1	EEF1E1;EEF1E1-BLOC1S5	19.81	32.8	7	7	89.955	0	72200	58564	56675	57171	65526	59255	48951	46977	23612	56805	Low	Enriched	Enriched	Moderate	YES		
O43353;E7ERW9;E5RGK6;O43353-2	Receptor-interacting serine/threonine-protein kinase 2	RIPK2	61.194	4.4	2	2	1.9144	0.008137	1097	569.66	599.1	642.54	1298.5	843.5	428.97	142.06	141.74	175.48	Low	Enriched	Enriched	Low	YES		
O43390;O43390-3;B4DT28	Heterogeneous nuclear ribonucleoprotein R	HNRNPR	70.942	48.3	54	3	11.541	0	19316	2192.5	4933.6	18008	3939.9	20908	7693.8	10019	2817.8	17806	Enriched	Enriched	Enriched	Enriched	YES		
O43390-2;O43390-4	Heterogeneous nuclear ribonucleoprotein R	HNRNPR	71.214	48.6	54	3	275.07	0	230330	150490	179500	223490	185910	203090	281490	393030	136660	244000	Enriched	Enriched	Enriched	Enriched	YES		
O43395	U4/U6 small nuclear ribonucleoprotein Prp3	PRPF3	77.528	17.9	9	9	22.652	0	57600	36439	50371	45547	56044	56796	63249	54866	34628	58654	Low	Moderate	Moderate	Enriched	YES		
O43396;K7ER96;K7EML9	Thioredoxin-like protein 1	TXNL1	32.251	47.8	19	19	156.63	0	160360	134390	125060	151480	182370	156720	197870	268760	94728	167280	Enriched	Enriched	Enriched	Moderate	YES		
O43402;M0R1B0	ER membrane protein complex subunit 8	EMC8	23.773	22.9	5	5	16.543	0	31916	21069	23212	23498	26315	40586	35326	42949	14284	28932					YES		
O43414-3;H0Y4B0;O43414-2;O43414;F6QUN3	ERI1 exoribonuclease 3	ERI3	14.542	41.4	5	5	6.84	0	9320.1	6026	7856.4	7846.1	11129	10684	7710.6	8703.7	5413.7	7911.9	No expression	Moderate	Moderate	Moderate			
O43422	52 kDa repressor of the inhibitor of the protein kinase	PRKRIR	87.703	1.8	1	1	4.9006	0.00043582	3015.8	3501	4282.1	3061.5	5463.5	1644.6	3944.4	2456.9	970.53	2515	Moderate	Enriched	Enriched	Low			
O43464-3;O43464;O43464-2;O43464-4	Serine protease HTRA2, mitochondrial	HTRA2	46.381	15.4	6	6	30.188	0	30784	16801	25749	33223	25198	40112	44465	57678	23413	56244	No expression	Moderate	Enriched	Enriched	YES		
O43488;H3BLU7	Aflatoxin B1 aldehyde reductase member 2	AKR7A2	39.589	30.1	21	10	24.973	0	22291	22668	24810	18687	31720	18558	31860	27407	27747	26817	Enriched	Enriched	Enriched	Enriched	YES		
O43490-5;O43490-3;O43490-4;O43490-6;O43490-7;O43490-2;O43490	Prominin-1	PROM1	92.74	2.7	1	1	8.4709	0	3370.9	2171.6	2891.7	5735.8	2970.7	3436.7	5714.3	6440.4	2477.8	4687.7	Enriched	Enriched	Enriched	Enriched	YES		
O43491;E9PHY5;O43491-4;E9PK52;O43491-3;E9PII3;O43491-2;I6L9B1	Band 4.1-like protein 2	EPB41L2	112.59	30.8	43	33	169.25	0	208910	175680	242340	184060	291460	203010	324620	232430	183910	250050	Moderate	Moderate	Enriched	Moderate	YES		
O43505	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase	B3GNT1	47.119	13	7	7	18.465	0	61852	40342	45507	56718	54265	64586	54633	37912	41000	54261	Enriched	Enriched	Enriched	Enriched			
O43520;K7ERI0	Phospholipid-transporting ATPase IC	ATP8B1	143.69	5.4	6	6	14.608	0	29738	20828	25841	19655	28523	28955	30989	25984	11819	32743	Enriched	Moderate	Enriched	Low	YES		
O43524-2;O43524	Forkhead box protein O3	FOXO3	48.406	6.8	2	2	8.5195	0	10728	7375.3	8782	11215	9521.4	11940	11311	9311.8	8793.2	12045	Enriched	Enriched	Enriched	Enriched	YES		
O43583;F8VVL1	Density-regulated protein	DENR	22.092	37.9	10	10	186.9	0	70509	57687	55205	66392	83563	60872	85721	62853	43899	73203	Low	Enriched	Enriched	No expression	YES		
O43592	Exportin-T	XPOT	109.96	5.8	6	4	7.4788	0	8057.4	4845.1	10502	19399	10408	11386	9564.6	15222	5682.1	12970	Moderate	Enriched	Enriched	Moderate	YES		
O43615;M0QXU7	Mitochondrial import inner membrane translocase subunit TIM44	TIMM44	51.355	29.9	20	20	62.081	0	71147	62083	70777	80528	97385	65222	62426	58973	29367	68653	Moderate	Low	Moderate	Moderate	YES		
O43639	Cytoplasmic protein NCK2	NCK2	42.915	8.9	3	3	8.709	0	10463	6450.4	8023.1	10592	6896.9	4369.3	9157.3	18023	4490.8	15596	Enriched	Enriched	Enriched	Moderate	YES		
O43660-2;O43660	Pleiotropic regulator 1	PLRG1	56.289	18.8	8	8	14.427	0	14528	11234	12932	12449	14821	15350	14496	13536	7379.6	13968	Low	Enriched	Enriched	Moderate	YES		
O43665-2;O43665;O43665-3	Regulator of G-protein signaling 10	RGS10	19.608	9	1	1	15.557	0	5288.8	4044.3	4312.1	10712	3740.7	4324.6	3415.3	5646.3	2271.4	5814.5	Low	Low	Moderate	Low	YES		
O43678	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2	NDUFA2	10.921	40.4	8	8	12.39	0	28421	20963	27372	28586	37784	27554	34430	28832	18160	27805	Enriched	Enriched	Enriched	Enriched	YES		
O43684-2;O43684;J3QT28	Mitotic checkpoint protein BUB3	BUB3	36.954	26.7	9	9	29.639	0	18915	15230	16915	12726	19626	20115	35760	46384	16666	24587	Enriched	Enriched	Enriched	Moderate	YES		
O43687;J3KN37;O43687-2;Q9P0M2	A-kinase anchor protein 7 isoforms alpha and beta;A-kinase anchor protein 7 isoform gamma	AKAP7	11.464	24	2	2	10.759	0	4846.2	5863.5	3587.5	6520.7	5650.3	9893.8	7779.5	23900	4856.2	9363.6	Enriched	Enriched	Enriched	Low	YES		
O43707;O43707-2	Alpha-actinin-4	ACTN4	104.85	67.9	153	40	323.31	0	941830	703160	795310	1065800	887540	930830	1165500	1375800	616840	1165800	Enriched	Enriched	Enriched	Enriched	YES		
O43709;H7C0G4;O43709-3	Probable 18S rRNA (guanine-N(7))-methyltransferase	WBSCR22	31.88	7.5	2	2	4.6801	0.00042955	13887	8599.2	13409	14964	14871	13774	13435	10413	6693.6	17268	Enriched	Enriched	Enriched	Low	YES		
O43715	TP53-regulated inhibitor of apoptosis 1	TRIAP1	8.7858	39.5	4	4	19.216	0	35363	33508	27269	43283	31676	36668	27651	31516	12533	36070	Enriched	Enriched	Enriched	No expression	YES	YES	
O43719	HIV Tat-specific factor 1	HTATSF1	85.852	10.2	7	7	66.632	0	24169	17894	21696	21173	22730	19863	27394	22176	15107	27244	Enriched	Moderate	Enriched	Enriched	YES		
O43747;O43747-2	AP-1 complex subunit gamma-1	AP1G1	91.35	16.9	19	18	41.179	0	65204	37262	53362	82077	50696	94912	77416	79759	43239	85719	Enriched	Enriched	Enriched	Enriched	YES		
O43765;K7EMD6	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	SGTA	34.063	18.5	6	6	12.506	0	22800	15534	16689	15681	24838	16463	18049	18480	10328	16731	Moderate	Low	Moderate	Enriched	YES		
O43772;C9JPE1	Mitochondrial carnitine/acylcarnitine carrier protein	SLC25A20	32.943	33.6	12	12	25.455	0	54596	49241	53591	41056	65516	57017	60468	51043	28645	53958	Enriched	Enriched	Enriched	No expression	YES		
O43776	Asparagine--tRNA ligase, cytoplasmic	NARS	62.942	36.7	35	29	323.31	0	263640	127110	163450	275330	197090	263210	280530	264430	121960	255300	No expression	Enriched	Enriched	Enriched	YES		
O43809	Cleavage and polyadenylation specificity factor subunit 5	NUDT21	26.227	30	8	8	18.436	0	57635	47379	52909	51017	52399	73890	93414	88899	57413	73075	Low	Enriched	Enriched	Low	YES		
O43813	LanC-like protein 1	LANCL1	45.283	13.8	7	6	12.372	0	29162	21616	25712	25011	34066	24234	38512	43319	22996	34827	Moderate	Enriched	Enriched	Enriched	YES		
O43815;O43815-2	Striatin	STRN	86.131	9.4	6	6	15.77	0	22733	19520	21680	22914	27240	18287	22563	19488	13707	21124	Moderate	Moderate	Moderate	No expression	YES		
O43823;M0QYL4	A-kinase anchor protein 8	AKAP8	76.107	3.5	2	2	2.5501	0.0036173	8797.3	2874.1	4450.9	2339.2	7415.2	2269.8	5819	2675.8	2377.4	3470	Enriched	Moderate	Enriched	Enriched	YES		
U3KPU7;U3KQS2;O43826;O43826-2;U3KQL4	Glucose-6-phosphate translocase	SLC37A4	46.443	10.7	4	4	8.1075	0	22823	13959	21929	34941	20025	27268	24714	26098	12410	34651	Enriched	Enriched	Enriched	Enriched	YES		
O43852;O43852-3;O43852-6;O43852-5;O43852-10;O43852-9;O43852-15;O43852-11	Calumenin	CALU	37.106	54	30	9	129.99	0	201150	152260	125350	181290	188330	152180	144060	190860	66232	150400	Enriched	Enriched	Enriched	Moderate	YES		
O43852-2;O43852-4;O43852-8	Calumenin	CALU	37.134	47.9	23	2	7.9487	0	48721	18233	17338	31267	6515.4	50899	7314.2	21040	10897	35466	Enriched	Enriched	Enriched	Moderate	YES		
O43865;O43865-2	Putative adenosylhomocysteinase 2	AHCYL1	58.951	30	24	17	73.555	0	116230	89738	89018	126930	112960	200460	128950	142290	62876	137650	Enriched	Enriched	Enriched	Enriched	YES		
O43920	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5	NDUFS5	12.517	54.7	9	9	16.102	0	13172	12436	17413	14934	12986	19816	31610	25212	17715	30144	Enriched	Enriched	Enriched	Enriched	YES		
O43924	Retinal rod rhodopsin-sensitive cGMP 3,5-cyclic phosphodiesterase subunit delta	PDE6D	17.42	7.3	1	1	2.7666	0.0023994	2687.7	1425.7	1825.2	2573.9	1894.4	2239.5	2183.7	2392	976.99	2141.5	Low	Low	Moderate	Moderate	YES		
O60216	Double-strand-break repair protein rad21 homolog	RAD21	71.689	11.3	7	7	12.103	0	19981	13654	16782	25300	19106	19394	19816	30247	9436.9	22044	Enriched	Enriched	Enriched	Enriched	YES		
O60220	Mitochondrial import inner membrane translocase subunit Tim8 A	TIMM8A	10.998	48.5	5	5	19.71	0	37519	26252	35218	28716	39112	30077	39609	47318	19182	46011	Low	Low	Low	No expression	YES		
O60231;A2AB15	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	DHX16	119.26	6	4	4	12.398	0	17429	12277	13445	15781	17682	12647	17027	14392	11103	20126	Enriched	Enriched	Enriched	Moderate	YES		
O60240	Perilipin-1	PLIN1	55.99	28.9	15	15	66.912	0	73912	67260	63856	138080	72371	57386	44518	44392	33361	105940					YES		
O60256;I3L0S1;O60256-4;O60256-2;E7EPA1;O60256-3	Phosphoribosyl pyrophosphate synthase-associated protein 2	PRPSAP2	40.925	25.5	11	8	26.625	0	77729	68889	81590	76293	124070	68880	77516	66042	42002	65820	Enriched	Moderate	Enriched	Moderate	YES		
O60262	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-7	GNG7	7.5217	22.1	2	2	4.0567	0.00061894	18018	6403.6	7929.2	13091	6347.2	9531.5	7020.3	10215	4038	8944.4	Enriched	Enriched	Enriched	Moderate	YES		
O60264	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	SMARCA5	121.9	10.4	10	9	55.852	0	69165	49590	66216	57019	61225	73254	82808	80849	46349	70831	Low	Moderate	Enriched	Moderate	YES		
O60268-2;O60268-3;O60268	Uncharacterized protein KIAA0513	KIAA0513	33.717	4.3	1	1	8.9879	0	10159	11572	10355	11081	12952	7409.3	6530.1	8721.2	4493.2	12827	Moderate	Enriched	Moderate	Enriched	YES		
O60292	Signal-induced proliferation-associated 1-like protein 3	SIPA1L3	194.61	2.2	4	4	9.0957	0	10129	8235.7	10553	15025	10149	8913.8	7803.8	10768	5430.1	9894.1	Moderate	Moderate	Enriched	Enriched	YES		
O60306	Intron-binding protein aquarius	AQR	171.29	7.1	12	12	25.619	0	46123	34996	40502	53856	43129	44526	36723	45718	20836	47501	Moderate	Enriched	Enriched	Low	YES		
O60313;O60313-2;E5KLJ6;E5KLJ5;E5KLK1;E5KLJ9	Dynamin-like 120 kDa protein, mitochondrial;Dynamin-like 120 kDa protein, form S1	OPA1	111.63	34.2	38	38	118.84	0	181390	147370	201950	175310	198100	149340	204560	189280	117390	214110	Enriched	Moderate	Enriched	Moderate	YES		
O60318;O60318-2	Germinal-center associated nuclear protein	MCM3AP	218.4	1.6	2	2	3.7897	0.00060496	8411	6279.3	8558.6	8211.2	9008.1	7593.5	7640	6862.5	4540	8860.4	Low	Moderate	Enriched	Enriched	YES		
O60341;O60341-2	Lysine-specific histone demethylase 1A	KDM1A	92.902	11.9	9	9	9.5455	0	32850	31590	29713	30812	31967	46049	27782	34948	18645	31199					YES		
O60343-2;O60343-3;O60343	TBC1 domain family member 4	TBC1D4	139.55	7.3	8	7	17.892	0	23568	20412	27928	23292	25214	25938	26435	28052	13495	27121	Enriched	Moderate	Enriched	Low	YES		
O60344;O60344-4	Endothelin-converting enzyme 2;Methyltransferase-like region;Endothelin-converting enzyme 2 region	ECE2	99.772	5	3	2	6.7939	0	4082.5	2187.9	2739.7	6570.2	1864.6	4557.5	3751.5	3529.2	1165.2	5504.7	Moderate	Enriched	Moderate	Enriched			
O60356;O60356-2	Nuclear protein 1	NUPR1	8.8727	20.7	3	3	61.81	0	15565	7135.9	12418	5681.1	16299	16928	30475	10398	13703	11497	Moderate	Enriched	Enriched	Enriched	YES	YES	
O60476	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB	MAN1A2	73.003	18.6	12	12	30.092	0	39928	28561	43182	56600	39056	48059	67139	54766	57849	52574	Enriched	Enriched	Enriched	Low	YES		
O60486	Plexin-C1	PLXNC1	175.74	1.2	2	2	3.1974	0.00076805	4200.5	1955.7	2471	2699.6	2090.2	4575.5	3958.1	7700.9	1724.9	5313.1	Moderate	Low	Enriched	Enriched	YES		
O60493-2;O60493-4;O60493	Sorting nexin-3	SNX3	14.766	37.7	11	9	41.292	0	76283	73875	86286	63858	83280	64683	68088	73622	50261	73083	Enriched	Enriched	Enriched	Enriched	YES		
O60502-3;O60502-2;O60502-4;O60502;H7C3X0	Bifunctional protein NCOAT;Protein O-GlcNAcase;Histone acetyltransferase	MGEA5	76.192	7.4	4	4	83.501	0	1826.4	1547.7	1312	2565.7	2015	1936.4	1043.4	1588.8	548.36	1636.7	Moderate	Enriched	Enriched	Moderate	YES		
O60504;O60504-2;E5RHI2;H0YBA2	Vinexin	SORBS3	75.34	13.7	8	8	41.122	0	32533	29178	31747	24142	38945	28247	45034	42699	17818	33399	Enriched	Enriched	Moderate	Moderate	YES		
O60506;O60506-2	Heterogeneous nuclear ribonucleoprotein Q	SYNCRIP	69.602	49.3	64	2	323.31	0	453620	247520	305530	385700	335700	414230	472550	709240	229940	432430	Enriched	Low	Enriched	Enriched	YES		
Q5SRN1;O60508	Pre-mRNA-processing factor 17	CDC40	60.83	5.9	2	2	6.8278	0	6562.3	1769.6	4331.2	8814.8	3075.8	7331.9	6058	8689.9	2649.1	6928.4	Moderate	Enriched	Enriched	No expression	YES		
O60518	Ran-binding protein 6	RANBP6	124.71	2.8	3	2	12.471	0	7349.6	2778.8	4135.1	11296	3359.9	8697.5	6224.9	9302.7	2587.6	8743.2	Enriched	Moderate	Enriched	Moderate	YES		
